50958.61678	217.87529	-7.20001
50965.98481	190.70212	4.18804
51111.68432	338.07289	-7.01544
51451.9123	329.90233	9.35502
51628.394	196.40456	-7.30231
51807.78524	102.87672	-13.3189
52163.68664	25.90006	29.65175
52164.94321	252.86384	-16.09072
52280.48277	127.7446	17.26119
52299.50422	200.4388	48.47503
52314.89087	138.53332	4.01189
52328.85956	132.0779	50.95248
52520.25625	322.15446	-26.24646
52550.27282	14.02978	4.98248
52658.6105	176.68535	10.26642
52667.00204	109.41059	14.12425
52694.39849	191.58743	46.71862
52709.88671	143.84304	-17.14088
52879.76085	349.0452	4.29527
52994.04655	40.02795	11.02608
53107.98203	182.97842	-12.17174
53256.04951	18.96077	-14.89555
53273.40842	37.50349	-49.61437
53284.02534	41.43361	5.68527
53311.13235	43.80013	0.39642
53404.03955	157.59153	8.90559
53440.46909	225.99959	20.50476
53491.07825	200.31056	10.57312
53646.12272	39.30438	-24.05039
53670.77542	19.55663	-35.0617
53675.38995	67.6909	17.14012
53677.86007	63.6687	15.80794
53993.64543	3.29272	-1.83392
54039.67585	107.20532	1.57741
54054.4715	355.64535	20.85296
54154.32664	157.70667	10.11841
54321.61885	307.71162	-24.89539
54325.00071	335.66181	-43.91787
54439.88134	123.35947	25.28766
54587.95913	232.74062	15.75713
54588.50439	189.37916	-4.69775
54616.07886	320.93188	-5.89352
54697.85236	324.70088	-11.68203
54790.35418	63.26307	17.732
54793.99989	133.89231	40.9037
55101.85736	40.75904	4.38185
55146.63494	52.24619	17.80788
55325.04174	224.82413	-14.43253
55530.84898	111.22734	34.67106
55538.58476	137.09896	24.52642
55588.66865	48.85018	11.55206
55594.6069	141.59746	25.28206
55665.87893	222.24593	-30.43201
55794.14945	298.33691	-22.17719
55882.35554	54.97263	-21.13671
55919.96873	65.54908	6.56296
55945.48774	164.98479	-0.07108
56009.2859	159.66382	-20.78636
56012.77383	170.55752	-11.40206
56034.19859	179.32257	-19.24437
56097.50402	173.36537	19.13876
56187.72328	350.52561	-7.13225
56302.70767	46.30436	31.22251
56310.38127	122.57681	22.25443
56328.37744	136.1321	10.07471
56335.12887	171.83549	2.51823
56360.3933	180.41185	26.68295
56396.31739	221.42578	-9.24991
56584.70939	88.6656	14.49838
56587.27977	348.1947	20.31302
56694.27801	130.74771	24.13862
56802.70008	216.66437	-10.52877
56874.57247	310.11782	-19.24333
56877.33194	341.81557	-9.31945
56932.73352	26.46992	16.60269
56933.53001	41.51019	1.02975
57003.20774	79.43032	25.11627
57020.22973	97.751	-9.35558
57042.97752	116.0092	33.39496
57045.31948	197.57069	-2.15347
57096.4588	243.92474	9.27186
57098.20461	168.35972	-2.12045
57099.16948	177.97062	30.27613
57163.0997	229.53689	-28.78695
57402.46722	168.80418	13.16182
57403.36266	126.41919	23.16884
57403.62738	199.50076	0.86363
57420.84113	139.6612	22.29385
57484.50351	252.88842	-16.5018
57550.37691	269.2924	34.00996
57732.66173	136.772	7.50474
57781.69427	114.07446	18.5076
57783.90622	131.68454	43.01509
57807.67831	76.55128	-15.92293
57883.46943	235.06705	37.58512
58020.84514	342.12789	32.5819
58028.9954	147.5521	37.79035
58108.03399	44.24644	-40.87577
58172.01597	176.36295	2.99409
58175.10904	211.28908	7.62447
58184.85638	156.54068	14.46175
58212.94659	113.83523	57.81547
58217.66516	192.69518	6.62727
58219.95401	153.55525	15.93657
58247.43668	234.08431	25.10014
58258.35456	245.05539	46.64972
58258.35828	143.27328	54.67207
58264.57914	259.8026	35.65862
58276.18412	249.85318	-14.04808
58390.69415	95.42014	53.57306
58409.72935	58.48514	17.97319
58428.91226	190.70349	75.42723
58488.11886	134.84855	15.71435
58494.61685	153.26934	-7.75418
58495.60706	100.25422	77.96636
58580.33487	188.60938	-11.5803
58593.23568	163.40377	11.29064
58637.61898	168.68529	-11.67452
58668.07173	209.78928	-9.60579
58714.18864	261.46965	45.57644
58788.30975	317.89168	-26.40772
58801.5429	303.39308	33.37425
58814.44718	122.30169	7.28845
58825.32149	73.31474	19.35238
58855.09118	168.05417	12.4182
58870.54491	151.36937	0.13965
58934.5892	223.238	9.76067
58947.5181	152.44053	53.13011
58999.40241	318.34322	-34.18091
59069.76987	28.83848	33.44285
59088.06692	21.47989	26.4059
59123.96176	243.60331	-15.48173
59131.13005	342.39104	72.05601
59137.79559	53.01651	52.08318
59223.13439	198.36601	8.45086
59249.0515	193.06766	15.37472
59284.71159	230.4613	35.76321
59308.47066	229.77346	-11.76721
59386.71317	239.16008	46.70551
59459.87255	263.22139	5.2522
59466.98955	258.05456	14.30563
59485.5477	355.82858	18.87499
59547.51211	342.39209	22.15799
59750.60834	250.73213	-0.50982
59869.63269	355.69426	-38.13541
59873.57697	51.99008	-26.72848
59901.43841	90.10091	10.31051
59926.01669	343.91327	39.34373
59985.76789	240.80401	44.60608
60007.74144	185.54839	42.58648
60026.92337	112.47383	-0.39515
60037.56262	262.58589	63.06707
60052.62922	230.01193	62.86037
60085.86905	250.04493	-4.8567
60172.92948	160.63962	-47.99425
60176.24424	338.29179	23.64366
60195.00253	3.34144	-3.07133
60195.43554	10.46313	28.93043
60236.91725	44.61743	56.65892
60387.19581	174.74275	3.63958
60437.39549	239.18917	-63.15076
60532.32681	1.86102	-22.75384
60585.82515	100.88542	30.18012
60649.7526	46.74414	-10.85965
60668.90224	38.17131	46.20018
60671.20511	73.98942	-26.7045
60676.88403	133.50474	-8.80595
60733.03781	212.20213	32.35979
60942.11625	330.35068	19.04142
61008.59957	85.54236	69.10746
61014.94411	47.37579	-24.42123
50783.94979	78.20848	26.60112
50788.52526	64.98807	16.62279
50898.14127	201.77876	4.1025
51593.21783	196.82906	46.44548
51760.80091	303.93513	-12.32856
51862.40576	274.6767	1.86336
51901.26733	17.84758	25.3396
52180.4763	55.51803	53.12424
52288.1005	111.74901	21.84064
52317.10797	155.67743	10.00572
52339.02459	184.97659	36.72045
52347.08139	167.59135	-13.78658
52376.11546	216.27777	6.09232
52417.92428	209.65533	34.17398
52520.81014	342.18159	12.12623
52553.07331	355.33762	-11.49426
52817.88647	324.06882	-21.59148
53286.88451	338.61575	32.67835
53352.26439	341.17922	-7.10058
53430.84294	146.74062	24.6544
53535.47995	242.37326	27.28491
53890.98227	267.03317	-31.61691
53962.27607	318.14713	-9.63634
54021.15337	44.42049	59.76665
54169.66632	183.83711	-1.36454
54354.06164	347.04436	-6.70605
54531.07075	110.24791	-25.53515
54556.06005	176.56905	47.55963
54596.77841	235.25115	23.82938
54713.98828	24.77132	14.57336
54819.879	178.52082	32.21346
54832.44078	115.73437	35.54795
54883.68935	73.97997	21.55557
54941.51953	206.00915	-9.63238
55320.99929	232.87138	-10.22614
55449.9822	328.93701	-37.77476
55538.58208	131.6026	23.51635
55546.89182	179.71748	29.88219
55630.9739	147.99172	-11.16766
55651.56083	173.19504	-0.53214
55778.16433	319.58386	27.15136
55823.61141	338.2293	21.47813
55926.9233	80.71607	12.32682
56038.6955	225.35465	43.87703
56122.86655	250.26881	15.30272
56166.34415	359.60335	-10.72875
56214.98886	41.44436	8.37484
56221.58341	20.7967	-18.15682
56296.55487	145.67896	13.36434
56327.46936	194.53454	-2.7651
56423.97692	184.35025	-36.23116
56550.66578	5.76575	15.0032
56563.30585	344.09078	15.59267
56656.67186	79.22975	-27.43363
56758.4608	298.72116	1.91122
56810.5756	213.47748	21.39641
56895.08639	29.42242	-4.56407
56897.10297	326.77793	-20.51326
57048.88581	94.56981	14.82458
57053.79953	149.61958	35.15906
57071.91452	205.05339	16.77649
57072.3335	188.49161	-15.06165
57072.42112	121.28609	16.79257
57075.30786	171.34613	21.08139
57104.89084	173.33348	-1.53411
57109.67486	140.30895	-13.53785
57134.775	165.61738	-14.29664
57156.42234	194.94781	27.99401
57209.80074	331.61718	35.03047
57216.97043	323.74782	8.414
57329.20763	331.83269	2.40152
57363.84172	61.83324	22.86546
57416.17973	127.24724	25.18525
57460.5233	210.38346	1.53751
57508.09314	217.44257	7.65393
57510.11037	205.88671	17.0039
57522.57456	192.97602	-34.70946
57582.84045	307.77216	-28.35241
57589.20391	6.35047	-46.69633
57602.66201	245.31685	-4.69118
57672.64538	59.48428	34.56459
57721.95911	145.45351	57.40443
57722.16937	30.03416	42.51487
57766.92766	142.47993	-33.69094
57774.39949	51.51646	8.5434
57783.94437	134.483	45.57973
57819.31791	220.06518	-17.15322
57834.07249	205.58669	44.63445
57835.15737	178.16399	13.80019
57843.94461	173.13052	-38.31985
57845.67984	190.48528	-13.68261
57862.58501	227.46391	32.74182
57974.61975	211.2036	47.47193
58062.96704	11.99694	15.61866
58084.80423	272.91996	21.07418
58111.90127	70.33919	4.3637
58134.77582	185.61511	4.12052
58137.96971	109.00077	19.21794
58284.35678	330.1925	-39.19268
58285.81286	307.12173	-8.93448
58309.28131	325.13111	-15.25465
58318.94358	353.02915	2.92877
58344.95148	186.76897	-1.86949
58349.67206	7.83565	1.83916
58397.82494	4.12649	14.90193
58428.64061	182.97675	0.53284
58429.39354	54.70334	33.5353
58431.33257	329.10033	24.43159
58517.1842	81.89673	26.3128
58605.86782	239.81814	-5.0697
58628.2047	271.83193	52.20779
58849.03135	164.30608	-20.05042
58868.50139	79.9478	-20.56818
58870.6684	71.20496	-27.22742
58882.25847	197.99446	-22.76459
59050.38392	319.43556	23.77974
59074.32025	325.31617	9.73376
59099.64736	183.49284	17.82472
59196.24351	37.76594	-24.33739
59268.70265	190.94431	12.63548
59375.40585	250.35807	20.39844
59401.99771	320.25395	-27.79031
59402.64862	315.5283	-23.25777
59437.39958	352.67902	6.89155
59469.7593	39.23038	12.52329
59476.67488	37.35276	-8.87126
59520.44445	81.93955	-14.99995
59602.11784	163.2667	7.07097
59675.21004	175.41854	-14.60168
59682.39499	180.91647	70.10634
59688.12732	225.63898	-18.01616
59787.77394	318.31759	-17.01785
59823.39629	353.14109	-46.49406
59869.64321	340.66899	-20.12832
59873.68716	54.627	34.2565
