164.18204	27.60166
178.60886	-12.18385
176.86008	1.74514
346.54843	24.46131
247.22614	-10.37219
296.08325	-32.17023
211.76881	-30.30863
20.29644	9.40484
137.2945	66.95522
143.17884	29.03342
131.91162	-1.82412
77.5312	21.75014
344.2819	-2.37199
42.48207	13.21871
188.80646	-39.43464
92.54246	13.10977
119.37449	33.97572
202.77689	24.91872
227.37969	72.47251
312.17056	-5.472
318.63161	18.48668
313.04362	-9.53864
153.0799	15.58613
100.17113	-36.796
163.9	10.95
145.46065	34.32521
228.61257	-4.75551
199.38659	32.22694
225.11652	-5.61296
2.67569	23.98218
61.12261	56.8912
10.62096	30.05998
221.58589	30.44426
316.39388	-14.59621
55.65488	17.64198
231.55883	5.27857
143.36197	-16.44723
239.98359	-13.0984
186.31415	35.41631
285.75939	5.23974
132.89778	26.74288
304.00948	51.80771
283.14305	42.91213
295.62393	13.64158
6.4895	5.77618
131.97076	19.70392
150.63949	37.31282
240.01362	9.15636
26.91479	11.22509
159.37138	5.04716
182.26265	-8.12281
357.63225	3.33807
195.9316	14.878
216.68422	-20.89051
276.95213	66.85241
160.65107	-16.45853
189.21924	-40.72215
169.67908	-7.58163
264.23991	16.50847
167.28951	-33.65621
72.20027	19.55183
211.31033	-4.73888
271.80437	-4.01636
72.47203	54.05412
82.90927	25.81969
147.10136	14.27502
167.02213	-30.41352
72.16129	25.68721
0.53822	10.26709
22.97772	2.39802
136.19497	4.13194
187.38143	37.26616
63.2241	4.46748
109.96942	1.41888
347.75954	-5.04251
284.04339	33.33254
146.53884	8.07607
156.01074	36.40481
207.89954	13.08376
315.93547	-16.22745
248.80552	44.38391
339.13136	19.29844
29.17083	-30.43203
35.78595	-8.58087
152.1073	20.81391
217.83862	-15.25126
79.84822	-6.06837
306.47986	-46.11868
314.66915	-9.54006
39.38268	60.34098
135.66288	18.22179
4.81882	3.67122
328.0579	-40.46352
335.26799	-12.79994
140.85782	11.42473
65.32783	45.6054
306.5949	-0.96689
160.07322	27.36837
172.39589	28.34213
51.40327	17.37358
25.42601	-7.32288
292.50428	16.76589
56.13886	12.89824
135.25221	9.74033
323.73983	-45.75045
120.41243	19.01622
192.38366	-16.85608
38.56168	16.98163
232.45658	-9.31028
95.45852	16.64873
171.30345	39.55532
250.57552	13.85127
280.32462	57.62568
166.52532	-0.19718
336.71832	-10.65466
69.57963	64.46476
144.92752	-5.90667
62.41917	50.90766
322.15643	-18.98129
129.02007	41.88918
111.21618	35.39864
321.21276	-6.14063
190.38441	0.68677
164.22245	19.67637
190.3192	7.28624
157.60187	51.15759
114.91918	74.50507
287.17794	76.79538
78.44635	4.10415
45.92574	1.87671
268.30029	-3.0718
238.83768	5.98241
221.80933	20.10473
183.88409	-22.41245
309.43766	-70.03369
332.01064	22.92957
29.04999	-41.24873
222.78075	-36.67118
47.25124	27.33514
188.29525	-8.04914
4.92542	25.15544
221.08947	26.28438
263.55357	1.27764
36.46701	-30.3095
330.20406	-39.06636
257.28428	-5.7562
160.20862	16.23841
122.15736	66.71887
162.5761	-1.98522
225.35134	-9.84139
263.31531	55.70455
131.40665	15.7098
255.52242	-20.69807
244.81316	-19.94755
154.86227	-4.42633
76.6638	47.54807
89.12777	16.83764
266.0999	33.51949
124.38977	33.60556
137.91404	16.44808
280.60581	59.76513
126.98108	25.97324
41.00785	-22.93079
357.65688	-0.92555
98.60851	51.13476
324.12784	-14.08038
176.13423	-16.24531
12.68933	26.23865
108.27183	20.02316
23.68475	19.1949
123.63226	-0.74362
328.00567	-2.79392
193.64326	-23.86772
254.78972	-21.82041
183.04215	-3.68097
85.24775	-9.99916
14.57044	9.27391
211.13875	34.09676
183.10133	-21.85571
311.5363	-17.35129
30.70224	-25.05696
29.53167	29.72445
346.84876	4.14946
139.5602	11.25938
224.61895	-9.80511
247.47903	16.73059
97.75487	50.73046
240.57624	-10.15318
314.70943	10.28906
173.49406	2.25699
83.88643	22.49003
70.00841	35.88323
226.57525	-8.63629
168.69258	-2.47663
133.33042	27.24778
126.91279	47.79611
177.21764	3.88021
136.49151	28.07182
299.19473	25.02515
336.82403	-6.16271
198.44573	-12.95795
304.97644	64.41186
249.54193	-28.42722
69.22977	38.08517
166.59444	-20.19688
128.01376	3.29156
48.50102	-60.12577
78.3132	5.71974
179.32779	9.79854
48.98773	43.42098
136.15247	4.72121
199.07376	23.27304
14.85147	42.3599
41.11474	11.32178
133.1209	29.98341
47.06789	75.64069
200.48212	-29.11353
210.45133	15.17772
89.72117	40.34132
127.09301	1.5713
62.15993	65.46236
270.5618	60.28205
273.18789	17.80114
97.39241	27.83442
104.63454	9.82606
288.05097	-25.95975
57.28998	0.39563
173.93665	26.39752
180.0491	57.71032
326.05927	9.06188
298.87986	-14.51621
262.69995	-11.70592
255.43288	35.20404
137.7879	-17.72579
25.12891	31.87385
102.36908	28.60792
179.48738	2.29158
45.53513	57.50535
105.67038	-38.80056
349.67572	-19.19372
163.56761	71.99013
210.0462	12.29217
177.9524	9.66427
341.43548	0.71877
336.29814	8.82057
36.2788	22.40126
74.68079	41.46205
244.27176	21.0165
136.17488	1.94238
18.1994	14.9206
58.04079	7.8886
136.47783	-15.68392
356.39334	2.81467
204.80005	15.98787
238.04073	6.66885
57.12306	28.12679
133.71327	-11.24762
113.05788	41.98592
167.06816	33.98374
86.61555	29.82393
244.92529	10.50229
271.8015	53.4759
93.77544	59.31917
209.78252	5.51517
344.40238	28.52165
10.72802	1.45924
347.31269	8.22221
161.34702	-16.42004
73.58587	63.13451
313.3859	0.71754
292.95545	-7.73281
326.29678	8.75303
80.27419	61.15593
154.72324	12.73152
159.29559	17.15788
315.88689	-5.34699
29.48506	15.61
62.75969	22.29393
153.78929	2.42334
305.05661	-28.41147
307.54423	-4.16474
149.04832	2.63652
54.73821	20.57537
148.76457	4.94972
196.23436	-4.57963
318.74579	-18.80134
137.8112	-2.5911
27.10988	24.99279
335.83214	31.05544
342.36916	-33.04416
222.48159	16.68288
231.41142	-15.8115
336.15658	-0.57981
95.58799	26.58939
307.18946	12.58672
138.9091	53.99268
146.25624	32.47955
208.83922	-22.37077
213.24849	-9.62425
151.12087	11.83944
284.17013	-6.87081
165.46791	1.44841
121.38019	18.3229
107.30411	14.58093
145.47492	21.30644
196.62779	-6.14892
115.98337	15.68176
200.71657	-8.15147
298.66779	-4.64229
66.85119	16.4204
244.31195	52.05244
63.32998	27.68864
326.41552	11.05018
199.8172	45.31215
13.70843	0.8928
136.91077	12.77562
113.58136	11.83256
208.67679	-5.01722
294.89028	33.67275
27.03082	24.65337
337.08973	15.7411
255.63893	9.90766
3.23183	18.87437
243.92483	25.65947
39.65842	-1.10916
115.15281	21.59511
164.32177	18.39919
194.02795	-20.92827
122.70782	28.33381
256.55391	0.59404
33.26268	-24.66862
165.64537	5.90097
297.78295	-3.95459
183.94729	22.67598
259.3721	40.02096
73.98148	27.39815
256.85461	32.1443
232.80891	-25.68485
118.15685	18.12834
41.35557	3.1751
157.15948	21.37813
347.54026	0.10412
65.66629	24.79809
195.02876	0.67686
20.79464	-9.63119
9.10946	26.80243
170.76862	33.41894
96.06083	21.13233
67.10775	3.29716
208.55571	4.93418
84.71402	76.59634
247.00423	-19.66164
342.66792	-44.13773
24.71972	14.85488
91.22434	-17.53449
133.21228	25.14978
73.4509	-10.4247
182.44197	14.87046
193.96218	-12.61588
12.11697	1.78864
316.41588	-52.71006
127.49145	9.18358
127.51055	25.87583
335.55141	-35.92223
344.85271	-2.40435
62.91167	1.25062
24.77438	6.56653
284.40604	-13.39155
75.03705	34.05057
4.12372	20.05813
245.95486	17.01085
176.45695	-9.33092
277.153	43.21036
0.08375	-1.63599
111.15874	5.17643
175.91253	-3.43493
128.62708	8.95416
226.46978	-14.12491
234.26373	25.08366
65.83632	-14.78371
279.97467	28.22372
253.52567	2.75508
328.56093	17.79603
0.32648	21.78906
138.56826	28.96367
127.74643	21.7241
210.75248	-11.45695
43.31318	22.96626
114.26537	36.13728
34.8862	12.85242
36.09663	36.36067
330.16306	12.48557
175.79754	-0.61107
269.59736	32.98656
60.14297	38.18424
252.14167	-0.0503
299.75748	-18.51887
249.33744	-15.47946
184.44922	3.2763
231.57223	-20.73451
164.85168	4.69076
312.18732	-11.23604
243.86752	25.85765
16.54867	15.77079
271.55022	-24.13577
236.84221	12.71859
161.67454	57.53198
259.65795	38.18437
88.66717	11.18024
156.32406	22.78318
168.53793	43.59845
149.56149	1.78238
219.8223	4.58052
34.89416	-14.49109
333.40217	41.80759
276.10112	44.18551
172.13534	-22.80816
231.71584	-28.28781
208.10319	-4.24876
26.63759	6.79629
120.11945	23.97817
251.14523	-22.45661
341.33279	19.31184
187.34773	-6.34132
221.06495	41.679
210.49109	-13.14247
55.49558	-2.40818
154.38148	3.40391
257.11087	5.48975
168.47068	1.46324
207.40576	15.46549
42.79481	14.27243
56.89502	30.4278
318.89384	-24.17704
34.57133	14.88064
58.61752	21.45742
91.86694	59.59594
121.0053	35.63004
234.07359	-11.9573
16.53466	33.93881
335.16576	1.51128
58.90336	15.90548
295.82154	62.16702
6.2481	38.10631
214.05139	-33.52795
34.93765	-23.71569
63.43233	6.62964
228.89536	-5.85173
215.5476	23.61908
341.88171	25.61792
160.91389	35.80398
95.57654	41.91174
166.04207	34.01588
175.10022	-43.54923
